Date, Open, High, Low, Close, Volume
04/29/21, 412758, 417905, 412000, 417905, 2005
04/28/21, 410514, 411811, 409355, 410988, 1588
04/27/21, 408144, 412229, 406482, 411400, 1541
04/26/21, 410493, 412474, 407250, 407527, 1867
04/23/21, 407088, 410738, 406611, 408840, 1691
04/22/21, 409935, 410000, 405256, 405901, 1845
04/21/21, 403656, 410165, 403603, 410153, 1741
04/20/21, 404610, 405340, 401749, 403089, 1662
04/19/21, 410748, 410748, 404676, 406505, 2177
04/16/21, 405752, 410400, 405752, 409250, 3017
04/15/21, 403338, 404999, 400835, 404789, 1726
04/14/21, 402789, 404150, 402000, 403000, 1784
04/13/21, 401668, 403474, 400372, 402500, 1794
04/12/21, 401426, 403421, 400734, 402620, 1950
